accession	study	object_status	bioproject_accession	biosample_accession	sample_name	filename	filename2	title	library_ID	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype
SRR13739874	SRP307019	new	PRJNA695570	SAMN17619242	M1271_1F_1A	M1271-1F-1A_pair1.fastq.gz	M1271-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1271, timepoint 1	M1271_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739873	SRP307019	new	PRJNA695570	SAMN17619243	M1274_1F_1A	M1274-1F-1A_pair1.fastq.gz	M1274-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1274, timepoint 1	M1274_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739872	SRP307019	new	PRJNA695570	SAMN17619244	C1099_3F_1A	C1099-3F-1A_pair1.fastq.gz	C1099-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1099, timepoint 3	C1099_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739871	SRP307019	new	PRJNA695570	SAMN17619245	M1281_1F_1A	M1281-1F-1A_pair1.fastq.gz	M1281-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1281, timepoint 1	M1281_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739870	SRP307019	new	PRJNA695570	SAMN17619246	C0724_2F_1A	C0724-2F-1A_pair1.fastq.gz	C0724-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 724, timepoint 2	C0724_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739869	SRP307019	new	PRJNA695570	SAMN17619247	C0725_2F_1A	C0725-2F-1A_pair1.fastq.gz	C0725-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 725, timepoint 2	C0725_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739867	SRP307019	new	PRJNA695570	SAMN17619248	C0946_5F_1A	C0946-5F-1A_pair1.fastq.gz	C0946-5F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 946, timepoint 5	C0946_5F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739866	SRP307019	new	PRJNA695570	SAMN17619249	C1090_2F_1A	C1090-2F-1A_pair1.fastq.gz	C1090-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1090, timepoint 2	C1090_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739865	SRP307019	new	PRJNA695570	SAMN17619250	M0974_2F_1A	M0974-2F-1A_pair1.fastq.gz	M0974-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 974, timepoint 2	M0974_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739840	SRP307019	new	PRJNA695570	SAMN17619251	C1060_3F_1A	C1060-3F-1A_pair1.fastq.gz	C1060-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1060, timepoint 3	C1060_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739839	SRP307019	new	PRJNA695570	SAMN17619252	C0443_4F_1A	C0443-4F-1A_pair1.fastq.gz	C0443-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 443, timepoint 4	C0443_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739838	SRP307019	new	PRJNA695570	SAMN17619253	C0830_2F_1A	C0830-2F-1A_pair1.fastq.gz	C0830-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 830, timepoint 2	C0830_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739837	SRP307019	new	PRJNA695570	SAMN17619254	C1160_3F_1A	C1160-3F-1A_pair1.fastq.gz	C1160-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1160, timepoint 3	C1160_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739836	SRP307019	new	PRJNA695570	SAMN17619255	M1207_3F_1A	M1207-3F-1A_pair1.fastq.gz	M1207-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1207, timepoint 3	M1207_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739835	SRP307019	new	PRJNA695570	SAMN17619256	C0124_4F_1A	C0124-4F-1A_pair1.fastq.gz	C0124-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 124, timepoint 4	C0124_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739834	SRP307019	new	PRJNA695570	SAMN17619257	C0405_7F_1A	C0405-7F-1A_pair1.fastq.gz	C0405-7F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 405, timepoint 7	C0405_7F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739831	SRP307019	new	PRJNA695570	SAMN17619258	M1247_2F_1A	M1247-2F-1A_pair1.fastq.gz	M1247-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1247, timepoint 2	M1247_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739830	SRP307019	new	PRJNA695570	SAMN17619259	M1275_1F_1A	M1275-1F-1A_pair1.fastq.gz	M1275-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1275, timepoint 1	M1275_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739829	SRP307019	new	PRJNA695570	SAMN17619260	C0897_2F_1A	C0897-2F-1A_pair1.fastq.gz	C0897-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 897, timepoint 2	C0897_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739828	SRP307019	new	PRJNA695570	SAMN17619261	M1258_2F_1A	M1258-2F-1A_pair1.fastq.gz	M1258-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1258, timepoint 2	M1258_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739827	SRP307019	new	PRJNA695570	SAMN17619262	C0742_5F_1A	C0742-5F-1A_pair1.fastq.gz	C0742-5F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 742, timepoint 5	C0742_5F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739826	SRP307019	new	PRJNA695570	SAMN17619263	M1245_2F_1A	M1245-2F-1A_pair1.fastq.gz	M1245-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1245, timepoint 2	M1245_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739825	SRP307019	new	PRJNA695570	SAMN17619264	M1262_2F_1A	M1262-2F-1A_pair1.fastq.gz	M1262-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1262, timepoint 2	M1262_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739824	SRP307019	new	PRJNA695570	SAMN17619265	M1287_1F_1A	M1287-1F-1A_pair1.fastq.gz	M1287-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1287, timepoint 1	M1287_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739823	SRP307019	new	PRJNA695570	SAMN17619266	M1226_3F_1A	M1226-3F-1A_pair1.fastq.gz	M1226-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1226, timepoint 3	M1226_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739822	SRP307019	new	PRJNA695570	SAMN17619267	C0146_7F_1A	C0146-7F-1A_pair1.fastq.gz	C0146-7F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 146, timepoint 7	C0146_7F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739820	SRP307019	new	PRJNA695570	SAMN17619268	M1255_2F_1A	M1255-2F-1A_pair1.fastq.gz	M1255-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1255, timepoint 2	M1255_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739819	SRP307019	new	PRJNA695570	SAMN17619269	C0792_4F_1A	C0792-4F-1A_pair1.fastq.gz	C0792-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 792, timepoint 4	C0792_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739818	SRP307019	new	PRJNA695570	SAMN17619270	M1279_1F_1A	M1279-1F-1A_pair1.fastq.gz	M1279-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1279, timepoint 1	M1279_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739817	SRP307019	new	PRJNA695570	SAMN17619271	C0470_3F_1A	C0470-3F-1A_pair1.fastq.gz	C0470-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 470, timepoint 3	C0470_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739816	SRP307019	new	PRJNA695570	SAMN17619272	C0117_6F_1A	C0117-6F-1A_pair1.fastq.gz	C0117-6F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 117, timepoint 6	C0117_6F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739815	SRP307019	new	PRJNA695570	SAMN17619273	M1229_3F_1A	M1229-3F-1A_pair1.fastq.gz	M1229-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1229, timepoint 3	M1229_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739814	SRP307019	new	PRJNA695570	SAMN17619274	C0785_2F_1A	C0785-2F-1A_pair1.fastq.gz	C0785-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 785, timepoint 2	C0785_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739813	SRP307019	new	PRJNA695570	SAMN17619275	M1266_2F_1A	M1266-2F-1A_pair1.fastq.gz	M1266-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1266, timepoint 2	M1266_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739812	SRP307019	new	PRJNA695570	SAMN17619276	C0768_2F_1A	C0768-2F-1A_pair1.fastq.gz	C0768-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 768, timepoint 2	C0768_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739811	SRP307019	new	PRJNA695570	SAMN17619277	C0476_5F_1A	C0476-5F-1A_pair1.fastq.gz	C0476-5F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 476, timepoint 5	C0476_5F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739809	SRP307019	new	PRJNA695570	SAMN17619278	C0110_8F_1A	C0110-8F-1A_pair1.fastq.gz	C0110-8F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 110, timepoint 8	C0110_8F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739808	SRP307019	new	PRJNA695570	SAMN17619279	C0932_7F_1A	C0932-7F-1A_pair1.fastq.gz	C0932-7F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 932, timepoint 7	C0932_7F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739807	SRP307019	new	PRJNA695570	SAMN17619280	M1300_1F_1A	M1300-1F-1A_pair1.fastq.gz	M1300-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1300, timepoint 1	M1300_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
